job_id,run_id,model,optimizer,N,seed,lr,eta_muon,d,M,gamma0,batch_size,target_seed,p_min,p_max,p_num,p_targets,eval_batch_size
37,toy_nonlin2_muon_N128_s1,nonlin2,muon,128,1,3.0,0.0068,512,8,3.0,1024,4242,10000,4096000,15,"0,10240,16384,24576,36864,56320,86016,132096,202752,311296,478208,735232,1129472,1734656,2665472,4096000",8192
38,toy_nonlin2_muon_N128_s2,nonlin2,muon,128,2,3.0,0.0068,512,8,3.0,1024,4242,10000,4096000,15,"0,10240,16384,24576,36864,56320,86016,132096,202752,311296,478208,735232,1129472,1734656,2665472,4096000",8192
39,toy_nonlin2_muon_N256_s0,nonlin2,muon,256,0,3.0,0.0068,512,8,3.0,1024,4242,10000,4096000,15,"0,10240,16384,24576,36864,56320,86016,132096,202752,311296,478208,735232,1129472,1734656,2665472,4096000",8192
40,toy_nonlin2_muon_N256_s1,nonlin2,muon,256,1,3.0,0.0068,512,8,3.0,1024,4242,10000,4096000,15,"0,10240,16384,24576,36864,56320,86016,132096,202752,311296,478208,735232,1129472,1734656,2665472,4096000",8192
41,toy_nonlin2_muon_N256_s2,nonlin2,muon,256,2,3.0,0.0068,512,8,3.0,1024,4242,10000,4096000,15,"0,10240,16384,24576,36864,56320,86016,132096,202752,311296,478208,735232,1129472,1734656,2665472,4096000",8192
42,toy_nonlin2_muon_N512_s0,nonlin2,muon,512,0,3.0,0.0068,512,8,3.0,1024,4242,10000,4096000,15,"0,10240,16384,24576,36864,56320,86016,132096,202752,311296,478208,735232,1129472,1734656,2665472,4096000",8192
43,toy_nonlin2_muon_N512_s1,nonlin2,muon,512,1,3.0,0.0068,512,8,3.0,1024,4242,10000,4096000,15,"0,10240,16384,24576,36864,56320,86016,132096,202752,311296,478208,735232,1129472,1734656,2665472,4096000",8192
44,toy_nonlin2_muon_N512_s2,nonlin2,muon,512,2,3.0,0.0068,512,8,3.0,1024,4242,10000,4096000,15,"0,10240,16384,24576,36864,56320,86016,132096,202752,311296,478208,735232,1129472,1734656,2665472,4096000",8192
45,toy_nonlin2_muon_N1024_s0,nonlin2,muon,1024,0,3.0,0.0068,512,8,3.0,1024,4242,10000,4096000,15,"0,10240,16384,24576,36864,56320,86016,132096,202752,311296,478208,735232,1129472,1734656,2665472,4096000",8192
46,toy_nonlin2_muon_N1024_s1,nonlin2,muon,1024,1,3.0,0.0068,512,8,3.0,1024,4242,10000,4096000,15,"0,10240,16384,24576,36864,56320,86016,132096,202752,311296,478208,735232,1129472,1734656,2665472,4096000",8192
47,toy_nonlin2_muon_N1024_s2,nonlin2,muon,1024,2,3.0,0.0068,512,8,3.0,1024,4242,10000,4096000,15,"0,10240,16384,24576,36864,56320,86016,132096,202752,311296,478208,735232,1129472,1734656,2665472,4096000",8192
48,toy_nonlin3_sgd_N128_s0,nonlin3,sgd,128,0,0.3,,512,8,3.0,1024,4242,10000,4096000,15,"0,10240,16384,24576,36864,56320,86016,132096,202752,311296,478208,735232,1129472,1734656,2665472,4096000",8192
49,toy_nonlin3_sgd_N128_s1,nonlin3,sgd,128,1,0.3,,512,8,3.0,1024,4242,10000,4096000,15,"0,10240,16384,24576,36864,56320,86016,132096,202752,311296,478208,735232,1129472,1734656,2665472,4096000",8192
50,toy_nonlin3_sgd_N128_s2,nonlin3,sgd,128,2,0.3,,512,8,3.0,1024,4242,10000,4096000,15,"0,10240,16384,24576,36864,56320,86016,132096,202752,311296,478208,735232,1129472,1734656,2665472,4096000",8192
51,toy_nonlin3_sgd_N256_s0,nonlin3,sgd,256,0,0.3,,512,8,3.0,1024,4242,10000,4096000,15,"0,10240,16384,24576,36864,56320,86016,132096,202752,311296,478208,735232,1129472,1734656,2665472,4096000",8192
52,toy_nonlin3_sgd_N256_s1,nonlin3,sgd,256,1,0.3,,512,8,3.0,1024,4242,10000,4096000,15,"0,10240,16384,24576,36864,56320,86016,132096,202752,311296,478208,735232,1129472,1734656,2665472,4096000",8192
53,toy_nonlin3_sgd_N256_s2,nonlin3,sgd,256,2,0.3,,512,8,3.0,1024,4242,10000,4096000,15,"0,10240,16384,24576,36864,56320,86016,132096,202752,311296,478208,735232,1129472,1734656,2665472,4096000",8192
54,toy_nonlin3_sgd_N512_s0,nonlin3,sgd,512,0,0.3,,512,8,3.0,1024,4242,10000,4096000,15,"0,10240,16384,24576,36864,56320,86016,132096,202752,311296,478208,735232,1129472,1734656,2665472,4096000",8192
55,toy_nonlin3_sgd_N512_s1,nonlin3,sgd,512,1,0.3,,512,8,3.0,1024,4242,10000,4096000,15,"0,10240,16384,24576,36864,56320,86016,132096,202752,311296,478208,735232,1129472,1734656,2665472,4096000",8192
56,toy_nonlin3_sgd_N512_s2,nonlin3,sgd,512,2,0.3,,512,8,3.0,1024,4242,10000,4096000,15,"0,10240,16384,24576,36864,56320,86016,132096,202752,311296,478208,735232,1129472,1734656,2665472,4096000",8192
57,toy_nonlin3_sgd_N1024_s0,nonlin3,sgd,1024,0,0.3,,512,8,3.0,1024,4242,10000,4096000,15,"0,10240,16384,24576,36864,56320,86016,132096,202752,311296,478208,735232,1129472,1734656,2665472,4096000",8192
58,toy_nonlin3_sgd_N1024_s1,nonlin3,sgd,1024,1,0.3,,512,8,3.0,1024,4242,10000,4096000,15,"0,10240,16384,24576,36864,56320,86016,132096,202752,311296,478208,735232,1129472,1734656,2665472,4096000",8192
59,toy_nonlin3_sgd_N1024_s2,nonlin3,sgd,1024,2,0.3,,512,8,3.0,1024,4242,10000,4096000,15,"0,10240,16384,24576,36864,56320,86016,132096,202752,311296,478208,735232,1129472,1734656,2665472,4096000",8192
60,toy_nonlin3_muon_N128_s0,nonlin3,muon,128,0,0.3,0.0068,512,8,3.0,1024,4242,10000,4096000,15,"0,10240,16384,24576,36864,56320,86016,132096,202752,311296,478208,735232,1129472,1734656,2665472,4096000",8192
61,toy_nonlin3_muon_N128_s1,nonlin3,muon,128,1,0.3,0.0068,512,8,3.0,1024,4242,10000,4096000,15,"0,10240,16384,24576,36864,56320,86016,132096,202752,311296,478208,735232,1129472,1734656,2665472,4096000",8192
62,toy_nonlin3_muon_N128_s2,nonlin3,muon,128,2,0.3,0.0068,512,8,3.0,1024,4242,10000,4096000,15,"0,10240,16384,24576,36864,56320,86016,132096,202752,311296,478208,735232,1129472,1734656,2665472,4096000",8192
63,toy_nonlin3_muon_N256_s0,nonlin3,muon,256,0,0.3,0.0068,512,8,3.0,1024,4242,10000,4096000,15,"0,10240,16384,24576,36864,56320,86016,132096,202752,311296,478208,735232,1129472,1734656,2665472,4096000",8192
64,toy_nonlin3_muon_N256_s1,nonlin3,muon,256,1,0.3,0.0068,512,8,3.0,1024,4242,10000,4096000,15,"0,10240,16384,24576,36864,56320,86016,132096,202752,311296,478208,735232,1129472,1734656,2665472,4096000",8192
65,toy_nonlin3_muon_N256_s2,nonlin3,muon,256,2,0.3,0.0068,512,8,3.0,1024,4242,10000,4096000,15,"0,10240,16384,24576,36864,56320,86016,132096,202752,311296,478208,735232,1129472,1734656,2665472,4096000",8192
66,toy_nonlin3_muon_N512_s0,nonlin3,muon,512,0,0.3,0.0068,512,8,3.0,1024,4242,10000,4096000,15,"0,10240,16384,24576,36864,56320,86016,132096,202752,311296,478208,735232,1129472,1734656,2665472,4096000",8192
67,toy_nonlin3_muon_N512_s1,nonlin3,muon,512,1,0.3,0.0068,512,8,3.0,1024,4242,10000,4096000,15,"0,10240,16384,24576,36864,56320,86016,132096,202752,311296,478208,735232,1129472,1734656,2665472,4096000",8192
68,toy_nonlin3_muon_N512_s2,nonlin3,muon,512,2,0.3,0.0068,512,8,3.0,1024,4242,10000,4096000,15,"0,10240,16384,24576,36864,56320,86016,132096,202752,311296,478208,735232,1129472,1734656,2665472,4096000",8192
69,toy_nonlin3_muon_N1024_s0,nonlin3,muon,1024,0,0.3,0.0068,512,8,3.0,1024,4242,10000,4096000,15,"0,10240,16384,24576,36864,56320,86016,132096,202752,311296,478208,735232,1129472,1734656,2665472,4096000",8192
70,toy_nonlin3_muon_N1024_s1,nonlin3,muon,1024,1,0.3,0.0068,512,8,3.0,1024,4242,10000,4096000,15,"0,10240,16384,24576,36864,56320,86016,132096,202752,311296,478208,735232,1129472,1734656,2665472,4096000",8192
71,toy_nonlin3_muon_N1024_s2,nonlin3,muon,1024,2,0.3,0.0068,512,8,3.0,1024,4242,10000,4096000,15,"0,10240,16384,24576,36864,56320,86016,132096,202752,311296,478208,735232,1129472,1734656,2665472,4096000",8192
